State,Pollster,Grade,Sample,Date,weight,Biden,Bloomberg,Booker,Buttigieg,Klobuchar,Sanders,Steyer,Warren,Yang,link
California,Change Research,C,948  lv,2019-02-11 00:00:00,0.0,0,0,7,2,0,0,0,23,1,https://docsend.com/view/mjz7a9j
California,Change Research,C,948  lv,2019-02-11 00:00:00,0.0,26,0,3,1,1,20,0,7,0,https://docsend.com/view/mjz7a9j
US,Bold Blue Campaigns,-,500  lv,2019-02-11 00:00:00,0.5,12,0,0,0,1,9,0,3,0,https://drive.google.com/file/d/1dCo2pRN0-jn12kX-fFnhdm-JkyZCvX9Y/view
US,McLaughlin & Associates,C/D,450  lv,2019-02-10 00:00:00,0.0,25,2,3,0,1,16,0,5,0,http://mclaughlinonline.com/pols/wp-content/uploads/2019/02/National-Monthly-Omnibus-February-1.pdf
US,Morning Consult,B+,11627  lv,2019-02-10 00:00:00,0.0,29,2,5,0,3,22,0,8,0,https://morningconsult.com/wp-content/uploads/2019/02/Morning-Consult_Political-Intelligence_2.12.19.pdf
US,Morning Consult,B+,14494  lv,2019-02-03 00:00:00,0.0,30,2,4,0,2,21,0,9,0,https://morningconsult.com/2020-democratic-primary/
South Carolina,Optimus,C/D,557  lv,2019-02-02 00:00:00,0.0,36,0,5,0,1,8,0,4,0,https://projects.fivethirtyeight.com/polls/20190207.xlsx
New Hampshire,Optimus,C/D,518  lv,2019-02-02 00:00:00,0.0,22,0,4,0,2,13,0,9,0,https://projects.fivethirtyeight.com/polls/20190207.xlsx
Iowa,Optimus,C/D,558  lv,2019-02-02 00:00:00,0.0,25,0,4,0,5,10,0,11,0,https://projects.fivethirtyeight.com/polls/20190207.xlsx
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
0,0,-,  ,00:00:00,0.0,0,0,0,0,0,0,0,0,0,0
