race,state,modeldate,candidate_name,startdate,enddate,pollster,samplesize,population,weight,influence,pct,house_adjusted_pct,trend_and_house_adjusted_pct,poll_id,question_id
2020D,Pennsylvania,1/27/20,Amy Klobuchar,9/30/19,10/6/19,Susquehanna Polling & Research Inc.,307,rv,0.4390906,0.0756244,1,1.01323,2.52284,59897,103946
2020D,Pennsylvania,1/27/20,Elizabeth Warren,9/30/19,10/6/19,Susquehanna Polling & Research Inc.,307,rv,0.4390906,0.0756244,9,9.926391,5.622122,59897,103946
2020D,Pennsylvania,1/27/20,Bernard Sanders,9/30/19,10/6/19,Susquehanna Polling & Research Inc.,307,rv,0.4390906,0.0756244,6,6.988711,10.7895,59897,103946
2020D,Pennsylvania,1/27/20,Joseph R. Biden Jr.,9/30/19,10/6/19,Susquehanna Polling & Research Inc.,307,rv,0.4390906,0.0756244,17,18.84134,18.73615,59897,103946
2020D,National,1/27/20,Michael F. Bennet,9/7/19,9/11/19,GQR Research (GQRR),241,lv,0.4367909,0,0,0.1436322,,59572,102683
2020D,National,1/27/20,Pete Buttigieg,9/7/19,9/11/19,GQR Research (GQRR),241,lv,0.4367909,0,4,3.572403,,59572,102683
2020D,National,1/27/20,Tulsi Gabbard,9/7/19,9/11/19,GQR Research (GQRR),241,lv,0.4367909,0,2,1.856184,,59572,102683
2020D,National,1/27/20,Andrew Yang,9/7/19,9/11/19,GQR Research (GQRR),241,lv,0.4367909,0,2,2.248728,,59572,102683
2020D,National,1/27/20,Tom Steyer,9/7/19,9/11/19,GQR Research (GQRR),241,lv,0.4367909,0,0,0.1222349,,59572,102683
2020D,National,1/27/20,John K. Delaney,9/7/19,9/11/19,GQR Research (GQRR),241,lv,0.4367909,0,0,0.1151746,,59572,102683
2020D,National,1/27/20,Amy Klobuchar,9/7/19,9/11/19,GQR Research (GQRR),241,lv,0.4367909,0,2,1.644322,,59572,102683
2020D,National,1/27/20,Elizabeth Warren,9/7/19,9/11/19,GQR Research (GQRR),241,lv,0.4367909,0,19,18.90292,,59572,102683
2020D,National,1/27/20,Bernard Sanders,9/7/19,9/11/19,GQR Research (GQRR),241,lv,0.4367909,0,21,18.40038,,59572,102683
2020D,National,1/27/20,Joseph R. Biden Jr.,9/7/19,9/11/19,GQR Research (GQRR),241,lv,0.4367909,0,30,28.54623,,59572,102683
2020D,Indiana,1/27/20,Pete Buttigieg,4/29/19,5/5/19,We Ask America,280,lv,0.4346083,0.4346083,20,20,20.5091,58032,94409
2020D,Indiana,1/27/20,Amy Klobuchar,4/29/19,5/5/19,We Ask America,280,lv,0.4346083,0.4346083,0,4.01E-07,1.351671,58032,94409
2020D,Indiana,1/27/20,Elizabeth Warren,4/29/19,5/5/19,We Ask America,280,lv,0.4346083,0.4346083,2,2.000001,6.622949,58032,94409
2020D,Indiana,1/27/20,Bernard Sanders,4/29/19,5/5/19,We Ask America,280,lv,0.4346083,0.4346083,23,23,27.78824,58032,94409
2020D,Indiana,1/27/20,Joseph R. Biden Jr.,4/29/19,5/5/19,We Ask America,280,lv,0.4346083,0.4346083,33,33,27.48525,58032,94409
2020D,Pennsylvania,1/27/20,Michael F. Bennet,7/29/19,8/4/19,Franklin & Marshall College,295,rv,0.4335115,0.1866543,0,0.0401362,0.3542019,58839,100336
2020D,National,1/27/20,Michael Bloomberg,2/17/19,2/18/19,Harris Insights & Analytics,370,rv,0.4333947,0,5,4.256913,,57544,93206
2020D,National,1/27/20,Elizabeth Warren,2/17/19,2/18/19,Harris Insights & Analytics,370,rv,0.4333947,0,5,7.862414,,57544,93206
2020D,National,1/27/20,Bernard Sanders,2/17/19,2/18/19,Harris Insights & Analytics,370,rv,0.4333947,0,11,11.47255,,57544,93206
2020D,National,1/27/20,Joseph R. Biden Jr.,2/17/19,2/18/19,Harris Insights & Analytics,370,rv,0.4333947,0,25,21.83027,,57544,93206
2020D,National,1/27/20,Michael F. Bennet,9/23/19,9/24/19,Ipsos,495,rv,0.4296428,0,0,0.0844448,,59699,103170
2020D,National,1/27/20,Michael F. Bennet,11/1/19,11/2/19,Harris Insights & Analytics,429,rv,0.4290856,0,1,0.748331,,62584,112847
2020D,National,1/27/20,Michael F. Bennet,7/14/19,7/16/19,YouGov,572,lv,0.4288548,0,1,0.911252,,58677,99380
2020D,National,1/27/20,Pete Buttigieg,7/14/19,7/16/19,YouGov,572,lv,0.4288548,0,7,6.209617,,58677,99380
2020D,National,1/27/20,Tulsi Gabbard,7/14/19,7/16/19,YouGov,572,lv,0.4288548,0,1,0.6102668,,58677,99380
2020D,National,1/27/20,Andrew Yang,7/14/19,7/16/19,YouGov,572,lv,0.4288548,0,1,1.419798,,58677,99380
2020D,National,1/27/20,John K. Delaney,7/14/19,7/16/19,YouGov,572,lv,0.4288548,0,0,-0.1320303,,58677,99380
2020D,National,1/27/20,Amy Klobuchar,7/14/19,7/16/19,YouGov,572,lv,0.4288548,0,1,1.136393,,58677,99380
2020D,National,1/27/20,Elizabeth Warren,7/14/19,7/16/19,YouGov,572,lv,0.4288548,0,15,12.24218,,58677,99380
2020D,National,1/27/20,Bernard Sanders,7/14/19,7/16/19,YouGov,572,lv,0.4288548,0,13,13.08346,,58677,99380
2020D,National,1/27/20,Joseph R. Biden Jr.,7/14/19,7/16/19,YouGov,572,lv,0.4288548,0,23,23.4915,,58677,99380
2020D,Iowa,1/27/20,Tulsi Gabbard,6/17/19,6/20/19,Change Research,308,lv,0.4274073,0,1,0.4726066,0.890629,58539,98301
2020D,Iowa,1/27/20,Andrew Yang,6/17/19,6/20/19,Change Research,308,lv,0.4274073,0,1,0.8283029,3.40318,58539,98301
2020D,Iowa,1/27/20,John K. Delaney,6/17/19,6/20/19,Change Research,308,lv,0.4274073,0,2,2.141206,2.040064,58539,98301
2020D,Wisconsin,1/27/20,Pete Buttigieg,9/23/19,10/15/19,Kaiser Family Foundation,274,lv,0.4257838,0,6,6.179663,7.667172,62581,112844
2020D,Wisconsin,1/27/20,Andrew Yang,9/23/19,10/15/19,Kaiser Family Foundation,274,lv,0.4257838,0,2,1.836001,3.292887,62581,112844
2020D,Wisconsin,1/27/20,Tom Steyer,9/23/19,10/15/19,Kaiser Family Foundation,274,lv,0.4257838,0,0,-0.0412106,1.202079,62581,112844
2020D,Wisconsin,1/27/20,Amy Klobuchar,9/23/19,10/15/19,Kaiser Family Foundation,274,lv,0.4257838,0,3,2.881724,4.70097,62581,112844
2020D,Wisconsin,1/27/20,Elizabeth Warren,9/23/19,10/15/19,Kaiser Family Foundation,274,lv,0.4257838,0,22,20.82062,15.12434,62581,112844
2020D,Wisconsin,1/27/20,Bernard Sanders,9/23/19,10/15/19,Kaiser Family Foundation,274,lv,0.4257838,0,10,10.86892,15.31977,62581,112844
2020D,Wisconsin,1/27/20,Joseph R. Biden Jr.,9/23/19,10/15/19,Kaiser Family Foundation,274,lv,0.4257838,0,17,19.16397,18.9231,62581,112844
2020D,National,1/27/20,Michael F. Bennet,9/13/19,9/15/19,Morning Consult,7487,lv,0.4233012,0,0,-0.3357027,,59575,102692
2020D,National,1/27/20,Pete Buttigieg,9/13/19,9/15/19,Morning Consult,7487,lv,0.4233012,0,5,5.005549,,59575,102692
2020D,National,1/27/20,Tulsi Gabbard,9/13/19,9/15/19,Morning Consult,7487,lv,0.4233012,0,1,0.8651938,,59575,102692
2020D,National,1/27/20,Andrew Yang,9/13/19,9/15/19,Morning Consult,7487,lv,0.4233012,0,3,2.709178,,59575,102692
2020D,National,1/27/20,Tom Steyer,9/13/19,9/15/19,Morning Consult,7487,lv,0.4233012,0,1,0.4540243,,59575,102692
2020D,National,1/27/20,John K. Delaney,9/13/19,9/15/19,Morning Consult,7487,lv,0.4233012,0,1,0.412769,,59575,102692
2020D,National,1/27/20,Amy Klobuchar,9/13/19,9/15/19,Morning Consult,7487,lv,0.4233012,0,2,2.034009,,59575,102692
2020D,National,1/27/20,Elizabeth Warren,9/13/19,9/15/19,Morning Consult,7487,lv,0.4233012,0,18,18.43132,,59575,102692
2020D,National,1/27/20,Bernard Sanders,9/13/19,9/15/19,Morning Consult,7487,lv,0.4233012,0,20,16.37893,,59575,102692
2020D,National,1/27/20,Joseph R. Biden Jr.,9/13/19,9/15/19,Morning Consult,7487,lv,0.4233012,0,32,27.49254,,59575,102692
2020D,Pennsylvania,1/27/20,Pete Buttigieg,5/23/19,5/29/19,Zogby Interactive/JZ Analytics,246,lv,0.4210099,0,8.5,7.981116,8.699406,58459,97915
2020D,Pennsylvania,1/27/20,Tulsi Gabbard,5/23/19,5/29/19,Zogby Interactive/JZ Analytics,246,lv,0.4210099,0,0,-0.1853299,0.2501193,58459,97915
2020D,Pennsylvania,1/27/20,Andrew Yang,5/23/19,5/29/19,Zogby Interactive/JZ Analytics,246,lv,0.4210099,0,0.8,0.8021249,3.546389,58459,97915
2020D,Pennsylvania,1/27/20,John K. Delaney,5/23/19,5/29/19,Zogby Interactive/JZ Analytics,246,lv,0.4210099,0.0883118,0,-0.1402736,-0.2136878,58459,97915
2020D,Pennsylvania,1/27/20,Amy Klobuchar,5/23/19,5/29/19,Zogby Interactive/JZ Analytics,246,lv,0.4210099,0,0,-0.1417404,1.277037,58459,97915
2020D,Pennsylvania,1/27/20,Elizabeth Warren,5/23/19,5/29/19,Zogby Interactive/JZ Analytics,246,lv,0.4210099,0,7.7,9.459967,12.8463,58459,97915
2020D,Pennsylvania,1/27/20,Bernard Sanders,5/23/19,5/29/19,Zogby Interactive/JZ Analytics,246,lv,0.4210099,0,14.9,14.74243,18.93166,58459,97915
2020D,Pennsylvania,1/27/20,Joseph R. Biden Jr.,5/23/19,5/29/19,Zogby Interactive/JZ Analytics,246,lv,0.4210099,0,46,44.23217,38.8999,58459,97915
2020D,National,1/27/20,Michael F. Bennet,10/25/19,10/31/19,YouGov,541,lv,0.4203877,0,0.5,0.4166398,,62623,113121
2020D,National,1/27/20,Pete Buttigieg,10/25/19,10/31/19,YouGov,541,lv,0.4203877,0,8.1,7.260437,,62623,113121
2020D,National,1/27/20,Tulsi Gabbard,10/25/19,10/31/19,YouGov,541,lv,0.4203877,0,2.1,1.65976,,62623,113121
2020D,National,1/27/20,Andrew Yang,10/25/19,10/31/19,YouGov,541,lv,0.4203877,0,1.8,2.2588,,62623,113121
2020D,National,1/27/20,Tom Steyer,10/25/19,10/31/19,YouGov,541,lv,0.4203877,0,0.5,0.7696655,,62623,113121
2020D,National,1/27/20,John K. Delaney,10/25/19,10/31/19,YouGov,541,lv,0.4203877,0,0,-0.1320303,,62623,113121
2020D,National,1/27/20,Amy Klobuchar,10/25/19,10/31/19,YouGov,541,lv,0.4203877,0,1.6,1.746011,,62623,113121
2020D,National,1/27/20,Elizabeth Warren,10/25/19,10/31/19,YouGov,541,lv,0.4203877,0,26.6,23.0085,,62623,113121
2020D,National,1/27/20,Bernard Sanders,10/25/19,10/31/19,YouGov,541,lv,0.4203877,0,12.3,12.38141,,62623,113121
2020D,National,1/27/20,Joseph R. Biden Jr.,10/25/19,10/31/19,YouGov,541,lv,0.4203877,0,27.5,28.02758,,62623,113121
2020D,National,1/27/20,Michael F. Bennet,6/29/19,7/1/19,Harris Insights & Analytics,882,rv,0.4162982,0,1,0.748331,,58583,98777
2020D,National,1/27/20,Pete Buttigieg,6/24/19,6/26/19,Harris Insights & Analytics,892,rv,0.414853,0,3,4.109515,,58555,98566
2020D,National,1/27/20,Tulsi Gabbard,6/24/19,6/26/19,Harris Insights & Analytics,892,rv,0.414853,0,0,0.325089,,58555,98566
2020D,National,1/27/20,Andrew Yang,6/24/19,6/26/19,Harris Insights & Analytics,892,rv,0.414853,0,1,1.386742,,58555,98566
2020D,National,1/27/20,John K. Delaney,6/24/19,6/26/19,Harris Insights & Analytics,892,rv,0.414853,0,1,0.6745806,,58555,98566
2020D,National,1/27/20,Amy Klobuchar,6/24/19,6/26/19,Harris Insights & Analytics,892,rv,0.414853,0,1,1.196348,,58555,98566
2020D,National,1/27/20,Elizabeth Warren,6/24/19,6/26/19,Harris Insights & Analytics,892,rv,0.414853,0,9,12.55331,,58555,98566
2020D,National,1/27/20,Bernard Sanders,6/24/19,6/26/19,Harris Insights & Analytics,892,rv,0.414853,0,17,17.57396,,58555,98566
2020D,National,1/27/20,Joseph R. Biden Jr.,6/24/19,6/26/19,Harris Insights & Analytics,892,rv,0.414853,0,29,25.62858,,58555,98566
2020D,Oregon,1/27/20,Pete Buttigieg,3/18/19,3/19/19,Zogby Interactive/JZ Analytics,238,lv,0.4107003,0.4107003,3,2.640139,6.869259,57793,93880
2020D,Oregon,1/27/20,Tulsi Gabbard,3/18/19,3/19/19,Zogby Interactive/JZ Analytics,238,lv,0.4107003,0.4107003,1,0.7886025,1.305366,57793,93880
2020D,Oregon,1/27/20,Andrew Yang,3/18/19,3/19/19,Zogby Interactive/JZ Analytics,238,lv,0.4107003,0.4107003,4,4.002908,7.840018,57793,93880
2020D,Oregon,1/27/20,John K. Delaney,3/18/19,3/19/19,Zogby Interactive/JZ Analytics,238,lv,0.4107003,0.4107003,1,0.8400223,0.6812065,57793,93880
2020D,Oregon,1/27/20,Elizabeth Warren,3/18/19,3/19/19,Zogby Interactive/JZ Analytics,238,lv,0.4107003,0.4107003,6,7.600286,15.84089,57793,93880
2020D,Oregon,1/27/20,Bernard Sanders,3/18/19,3/19/19,Zogby Interactive/JZ Analytics,238,lv,0.4107003,0.4107003,27,26.79616,26.32774,57793,93880
2020D,Oregon,1/27/20,Joseph R. Biden Jr.,3/18/19,3/19/19,Zogby Interactive/JZ Analytics,238,lv,0.4107003,0.4107003,26,24.50639,23.79446,57793,93880
2020D,National,1/27/20,Michael F. Bennet,12/20/19,12/22/19,Morning Consult,7178,lv,0.4069358,0.040423,1,0.6168683,,63185,115155
2020D,National,1/27/20,Pete Buttigieg,12/20/19,12/22/19,Morning Consult,7178,lv,0.4069358,0.040423,9,9.006981,,63185,115155
2020D,National,1/27/20,Tulsi Gabbard,12/20/19,12/22/19,Morning Consult,7178,lv,0.4069358,0.040423,2,1.849385,,63185,115155
2020D,National,1/27/20,Andrew Yang,12/20/19,12/22/19,Morning Consult,7178,lv,0.4069358,0.040423,5,4.659287,,63185,115155
2020D,National,1/27/20,Tom Steyer,12/20/19,12/22/19,Morning Consult,7178,lv,0.4069358,0.040423,3,2.327323,,63185,115155
2020D,National,1/27/20,Deval Patrick,12/20/19,12/22/19,Morning Consult,7178,lv,0.4069358,0.040423,0,0.3218824,,63185,115155
2020D,National,1/27/20,John K. Delaney,12/20/19,12/22/19,Morning Consult,7178,lv,0.4069358,0.0357115,1,0.412769,,63185,115155
2020D,National,1/27/20,Amy Klobuchar,12/20/19,12/22/19,Morning Consult,7178,lv,0.4069358,0.040423,3,3.037404,,63185,115155
2020D,National,1/27/20,Michael Bloomberg,12/20/19,12/22/19,Morning Consult,7178,lv,0.4069358,0.040423,6,5.622077,,63185,115155
2020D,National,1/27/20,Elizabeth Warren,12/20/19,12/22/19,Morning Consult,7178,lv,0.4069358,0.040423,15,15.39753,,63185,115155
2020D,National,1/27/20,Bernard Sanders,12/20/19,12/22/19,Morning Consult,7178,lv,0.4069358,0.040423,21,17.29522,,63185,115155
2020D,National,1/27/20,Joseph R. Biden Jr.,12/20/19,12/22/19,Morning Consult,7178,lv,0.4069358,0.040423,31,26.54651,,63185,115155
2020D,North Carolina,1/27/20,Pete Buttigieg,9/13/19,9/19/19,High Point University,348,a,0.4056132,0.0116723,3,3.306093,4.991673,59742,103444
2020D,North Carolina,1/27/20,Andrew Yang,9/13/19,9/19/19,High Point University,348,a,0.4056132,0.0116723,4,3.866488,5.395409,59742,103444
2020D,North Carolina,1/27/20,Elizabeth Warren,9/13/19,9/19/19,High Point University,348,a,0.4056132,0.0116723,15,15.4099,10.75596,59742,103444
2020D,North Carolina,1/27/20,Bernard Sanders,9/13/19,9/19/19,High Point University,348,a,0.4056132,0.0116723,20,18.67089,23.97697,59742,103444
2020D,North Carolina,1/27/20,Joseph R. Biden Jr.,9/13/19,9/19/19,High Point University,348,a,0.4056132,0.0116723,31,31.35179,31.49605,59742,103444
2020D,New Hampshire,1/27/20,Pete Buttigieg,11/13/19,11/18/19,St. Anselm,255,lv,0.4053062,0,25,23.03225,20.72211,62666,113224
2020D,New Hampshire,1/27/20,Tulsi Gabbard,11/13/19,11/18/19,St. Anselm,255,lv,0.4053062,0,3,3.215869,2.823177,62666,113224
2020D,New Hampshire,1/27/20,Andrew Yang,11/13/19,11/18/19,St. Anselm,255,lv,0.4053062,0,2,1.884335,2.819471,62666,113224
2020D,New Hampshire,1/27/20,Tom Steyer,11/13/19,11/18/19,St. Anselm,255,lv,0.4053062,0,5,4.793522,6.065235,62666,113224
2020D,New Hampshire,1/27/20,Deval Patrick,11/13/19,11/18/19,St. Anselm,255,lv,0.4053062,0,0,0.0894336,-0.2451813,62666,113224
2020D,New Hampshire,1/27/20,John K. Delaney,11/13/19,11/18/19,St. Anselm,255,lv,0.4053062,0,0,0.0243207,-0.0406403,62666,113224
2020D,New Hampshire,1/27/20,Amy Klobuchar,11/13/19,11/18/19,St. Anselm,255,lv,0.4053062,0,6,5.42479,6.76439,62666,113224
2020D,New Hampshire,1/27/20,Elizabeth Warren,11/13/19,11/18/19,St. Anselm,255,lv,0.4053062,0,15,14.74643,12.15627,62666,113224
2020D,New Hampshire,1/27/20,Bernard Sanders,11/13/19,11/18/19,St. Anselm,255,lv,0.4053062,0,9,11.3004,14.63304,62666,113224
2020D,New Hampshire,1/27/20,Joseph R. Biden Jr.,11/13/19,11/18/19,St. Anselm,255,lv,0.4053062,0,15,15.46117,15.78628,62666,113224
2020D,North Carolina,1/27/20,Amy Klobuchar,9/13/19,9/19/19,High Point University,348,a,0.4051937,0.0116602,1,0.8210408,2.566819,59742,103444
2020D,North Carolina,1/27/20,Pete Buttigieg,11/1/19,11/7/19,High Point University,347,a,0.4045152,0.1717007,4,4.332521,3.845984,62627,113057
2020D,North Carolina,1/27/20,Tulsi Gabbard,11/1/19,11/7/19,High Point University,347,a,0.4045152,0.3808247,1,1.049361,0.8162776,62627,113057
2020D,North Carolina,1/27/20,Andrew Yang,11/1/19,11/7/19,High Point University,347,a,0.4045152,0.1717007,2,1.888379,3.097957,62627,113057
2020D,North Carolina,1/27/20,Tom Steyer,11/1/19,11/7/19,High Point University,347,a,0.4045152,0.2593977,2,1.877743,3.078863,62627,113057
2020D,North Carolina,1/27/20,Elizabeth Warren,11/1/19,11/7/19,High Point University,347,a,0.4045152,0.1717007,13,13.38435,9.697256,62627,113057
2020D,North Carolina,1/27/20,Bernard Sanders,11/1/19,11/7/19,High Point University,347,a,0.4045152,0.1717007,18,16.733,21.09982,62627,113057
2020D,North Carolina,1/27/20,Joseph R. Biden Jr.,11/1/19,11/7/19,High Point University,347,a,0.4045152,0.1717007,33,33.35902,33.82826,62627,113057
2020D,Arizona,1/27/20,Pete Buttigieg,9/9/19,9/12/19,Bendixen & Amandi International,250,rv,0.4042187,0.0715699,5,5.951381,7.245749,59598,102799
2020D,Arizona,1/27/20,Andrew Yang,9/9/19,9/12/19,Bendixen & Amandi International,250,rv,0.4042187,0.0715699,2,2.348843,3.734962,59598,102799
2020D,Arizona,1/27/20,Amy Klobuchar,9/9/19,9/12/19,Bendixen & Amandi International,250,rv,0.4042187,0.0715699,1,1.000468,2.986778,59598,102799
2020D,Arizona,1/27/20,Elizabeth Warren,9/9/19,9/12/19,Bendixen & Amandi International,250,rv,0.4042187,0.0715699,24,24.94523,19.6544,59598,102799
2020D,Arizona,1/27/20,Bernard Sanders,9/9/19,9/12/19,Bendixen & Amandi International,250,rv,0.4042187,0.0715699,18,18.13762,23.40428,59598,102799
2020D,Arizona,1/27/20,Joseph R. Biden Jr.,9/9/19,9/12/19,Bendixen & Amandi International,250,rv,0.4042187,0.0715699,29,29.71725,29.94052,59598,102799
2020D,North Carolina,1/27/20,Amy Klobuchar,11/1/19,11/7/19,High Point University,347,a,0.4040956,0.1715226,3,2.77995,4.018711,62627,113057
2020D,National,1/27/20,Michael F. Bennet,7/7/19,7/9/19,YouGov,592,lv,0.4034847,0,0,-0.0778346,,58637,99220
2020D,National,1/27/20,Pete Buttigieg,7/7/19,7/9/19,YouGov,592,lv,0.4034847,0,5,4.304412,,58637,99220
2020D,National,1/27/20,Tulsi Gabbard,7/7/19,7/9/19,YouGov,592,lv,0.4034847,0,2,1.564249,,58637,99220
2020D,National,1/27/20,Andrew Yang,7/7/19,7/9/19,YouGov,592,lv,0.4034847,0,1,1.419798,,58637,99220
2020D,National,1/27/20,John K. Delaney,7/7/19,7/9/19,YouGov,592,lv,0.4034847,0,0,-0.1320303,,58637,99220
2020D,National,1/27/20,Amy Klobuchar,7/7/19,7/9/19,YouGov,592,lv,0.4034847,0,1,1.136393,,58637,99220
2020D,National,1/27/20,Elizabeth Warren,7/7/19,7/9/19,YouGov,592,lv,0.4034847,0,17,14.07244,,58637,99220
2020D,National,1/27/20,Bernard Sanders,7/7/19,7/9/19,YouGov,592,lv,0.4034847,0,11,11.07745,,58637,99220
2020D,National,1/27/20,Joseph R. Biden Jr.,7/7/19,7/9/19,YouGov,592,lv,0.4034847,0,22,22.48245,,58637,99220
2020D,National,1/27/20,Michael F. Bennet,12/19/19,12/23/19,YouGov,412,lv,0.3994779,0.0411817,0,-0.0778346,,63237,115535
2020D,National,1/27/20,Pete Buttigieg,12/19/19,12/23/19,YouGov,412,lv,0.3994779,0.0411817,7,6.209617,,63237,115535
2020D,National,1/27/20,Tulsi Gabbard,12/19/19,12/23/19,YouGov,412,lv,0.3994779,0.0411817,4,3.478047,,63237,115535
2020D,National,1/27/20,Andrew Yang,12/19/19,12/23/19,YouGov,412,lv,0.3994779,0.0411817,4,4.558792,,63237,115535
2020D,National,1/27/20,John K. Delaney,12/19/19,12/23/19,YouGov,412,lv,0.3994779,0.0346608,1,0.849428,,63237,115535
2020D,National,1/27/20,Amy Klobuchar,12/19/19,12/23/19,YouGov,412,lv,0.3994779,0.0411817,2,2.152273,,63237,115535
2020D,National,1/27/20,Michael Bloomberg,12/19/19,12/23/19,YouGov,412,lv,0.3994779,0.0411817,4,5.271377,,63237,115535
2020D,National,1/27/20,Elizabeth Warren,12/19/19,12/23/19,YouGov,412,lv,0.3994779,0.0411817,20,16.83903,,63237,115535
2020D,National,1/27/20,Bernard Sanders,12/19/19,12/23/19,YouGov,412,lv,0.3994779,0.0411817,19,19.09901,,63237,115535
2020D,National,1/27/20,Joseph R. Biden Jr.,12/19/19,12/23/19,YouGov,412,lv,0.3994779,0.0411817,34,34.56699,,63237,115535
2020D,National,1/27/20,Michael F. Bennet,9/26/19,9/30/19,YouGov,600,rv,0.3993089,0,1,0.911252,,60088,104471
2020D,National,1/27/20,Pete Buttigieg,9/26/19,9/30/19,YouGov,600,rv,0.3993089,0,5,4.304412,,60088,104471
2020D,National,1/27/20,Tulsi Gabbard,9/26/19,9/30/19,YouGov,600,rv,0.3993089,0,3.5,2.998921,,60088,104471
2020D,National,1/27/20,Andrew Yang,9/26/19,9/30/19,YouGov,600,rv,0.3993089,0,2.8,3.305494,,60088,104471
2020D,National,1/27/20,Tom Steyer,9/26/19,9/30/19,YouGov,600,rv,0.3993089,0,0.7,0.9766257,,60088,104471
2020D,National,1/27/20,John K. Delaney,9/26/19,9/30/19,YouGov,600,rv,0.3993089,0,0.3,0.1623086,,60088,104471
2020D,National,1/27/20,Amy Klobuchar,9/26/19,9/30/19,YouGov,600,rv,0.3993089,0,1.9,2.050718,,60088,104471
2020D,National,1/27/20,Elizabeth Warren,9/26/19,9/30/19,YouGov,600,rv,0.3993089,0,27.8,24.1418,,60088,104471
2020D,National,1/27/20,Bernard Sanders,9/26/19,9/30/19,YouGov,600,rv,0.3993089,0,21,21.10344,,60088,104471
2020D,National,1/27/20,Joseph R. Biden Jr.,9/26/19,9/30/19,YouGov,600,rv,0.3993089,0,18.4,18.84655,,60088,104471
2020D,Minnesota,1/27/20,Pete Buttigieg,9/23/19,10/15/19,Kaiser Family Foundation,249,lv,0.3986439,0.3986439,7,7.190678,8.766328,62579,112842
2020D,Minnesota,1/27/20,Andrew Yang,9/23/19,10/15/19,Kaiser Family Foundation,249,lv,0.3986439,0.3986439,4,3.803792,5.537529,62579,112842
2020D,Minnesota,1/27/20,Tom Steyer,9/23/19,10/15/19,Kaiser Family Foundation,249,lv,0.3986439,0.3986439,0,-0.0412106,1.202079,62579,112842
2020D,Minnesota,1/27/20,Amy Klobuchar,9/23/19,10/15/19,Kaiser Family Foundation,249,lv,0.3986439,0.3986439,15,14.78097,18.06124,62579,112842
2020D,Minnesota,1/27/20,Elizabeth Warren,9/23/19,10/15/19,Kaiser Family Foundation,249,lv,0.3986439,0.3986439,25,23.75458,17.68723,62579,112842
2020D,Minnesota,1/27/20,Bernard Sanders,9/23/19,10/15/19,Kaiser Family Foundation,249,lv,0.3986439,0.3986439,13,13.97472,18.91129,62579,112842
2020D,Minnesota,1/27/20,Joseph R. Biden Jr.,9/23/19,10/15/19,Kaiser Family Foundation,249,lv,0.3986439,0.3986439,14,15.98864,15.76662,62579,112842
2020D,National,1/27/20,Michael Bloomberg,2/19/19,2/20/19,Harris Insights & Analytics,337,rv,0.3976271,0,3,2.366525,,57583,93301
2020D,Florida,1/27/20,Pete Buttigieg,5/23/19,5/29/19,Zogby Interactive/JZ Analytics,228,lv,0.3975701,0.0376189,5.7,5.257802,5.870285,58456,97912
2020D,Florida,1/27/20,Tulsi Gabbard,5/23/19,5/29/19,Zogby Interactive/JZ Analytics,228,lv,0.3975701,0.0405355,2,1.763761,2.317897,58456,97912
2020D,Florida,1/27/20,Andrew Yang,5/23/19,5/29/19,Zogby Interactive/JZ Analytics,228,lv,0.3975701,0.0405355,1.2,1.202229,4.072512,58456,97912
2020D,Florida,1/27/20,John K. Delaney,5/23/19,5/29/19,Zogby Interactive/JZ Analytics,228,lv,0.3975701,0.0490083,0.3,0.1537105,0.0771291,58456,97912
2020D,Florida,1/27/20,Amy Klobuchar,5/23/19,5/29/19,Zogby Interactive/JZ Analytics,228,lv,0.3975701,0.0405355,0.5,0.3481793,1.86447,58456,97912
2020D,Florida,1/27/20,Elizabeth Warren,5/23/19,5/29/19,Zogby Interactive/JZ Analytics,228,lv,0.3975701,0.0376189,6.5,8.14844,11.33881,58456,97912
2020D,Florida,1/27/20,Bernard Sanders,5/23/19,5/29/19,Zogby Interactive/JZ Analytics,228,lv,0.3975701,0.0376189,18.3,18.12709,22.69134,58456,97912
2020D,Florida,1/27/20,Joseph R. Biden Jr.,5/23/19,5/29/19,Zogby Interactive/JZ Analytics,228,lv,0.3975701,0.0376189,34.4,32.74498,27.86062,58456,97912
2020D,Pennsylvania,1/27/20,Pete Buttigieg,9/23/19,10/15/19,Kaiser Family Foundation,246,lv,0.3952763,0.070717,3,3.143794,4.3423,62580,112843
2020D,Pennsylvania,1/27/20,Andrew Yang,9/23/19,10/15/19,Kaiser Family Foundation,246,lv,0.3952763,0.070717,2,1.836001,3.292887,62580,112843
2020D,Pennsylvania,1/27/20,Tom Steyer,9/23/19,10/15/19,Kaiser Family Foundation,246,lv,0.3952763,0.070717,1,0.9530174,2.364701,62580,112843
2020D,Pennsylvania,1/27/20,Amy Klobuchar,9/23/19,10/15/19,Kaiser Family Foundation,246,lv,0.3952763,0.070717,1,0.903768,2.39434,62580,112843
2020D,Pennsylvania,1/27/20,Elizabeth Warren,9/23/19,10/15/19,Kaiser Family Foundation,246,lv,0.3952763,0.070717,18,16.92198,11.77888,62580,112843
2020D,Pennsylvania,1/27/20,Bernard Sanders,9/23/19,10/15/19,Kaiser Family Foundation,246,lv,0.3952763,0.070717,14,15.00736,20.09138,62580,112843
